ID,meta.userAgent,meta.platform,meta.language,meta.locale,meta.timeZone,meta.timezoneOffset,meta.screen_width,meta.screen_height,meta.scroll_width,meta.scroll_height,meta.window_innerWidth,meta.window_innerHeight,meta.devicePixelRatio,PROLIFIC_PID,framingCondition,sociodemo_gender,sociodemo_priorExperience,sociodemo_residency,sociodemo_education,feedback_critic,attCheck_text,sociodemo_universityAffiliation,sociodemo_universityField,reflection_ecological,reflection_social,reflection_economic,EcologicalDimension-1,EcologicalDimension-3,EcologicalDimension-4,EcologicalDimension-2,Bioinspiration-VRtN1,Bioinspiration-PN4,Bioinspiration-VRtN4r,Bioinspiration-IPI1,Bioinspiration-PN2r,Bioinspiration-VRtN2,Bioinspiration-IPI2r,Bioinspiration-PN3,Bioinspiration-IPI3,Bioinspiration-IPI4,Bioinspiration-VRtN3,Bioinspiration-PN1,evalInf-6,evalInf-5,evalInf-8,evalInf-2,evalInf-3,evalInf-4,evalInf-10,evalInf-7,evalInf-1,evalInf-9,GAToRS-4pp,GAToRS-3sp,GAToRS-4pn,GAToRS-5pp,GAToRS-1pp,GAToRS-3pp,GAToRS-4sp,GAToRS-2pn,GAToRS-2sp,GAToRS-1sn,GAToRS-3pn,GAToRS-5pn,GAToRS-1pn,GAToRS-4sn,GAToRS-5sn,GAToRS-5sp,GAToRS-2pp,GAToRS-1sp,GAToRS-3sn,GAToRS-2sn,dummy_informedconsent,commCheck,feedback_conscientiousCompletion,sociodemo_age,whichItemsFirst,socio_age,socio_sex,socio_ethnicity,socio_student,socio_employment,total_min_prolific
247,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Linux x86_64,en-US,en-GB,Europe/London,0,1536,864,1536,499,1536,730,1.25,5f5bb87a0093333445af65f2,bio-inspired,male,no,GB,bachelors,No.,I read the instructions,no,,The Walker uses few resources and is maintained by an efficient system of replacement parts via the 3D printing mechanism and the use of compressed air for movement.,They enable all sectors of society to have access to this technology. The ability to 3D print circuits and use compressed air are available to all kinds of people.,The low start up cost and the low cost of maintenance ensures access to businesses in every economic strata.,7,6,6,7,5,6,7,7,3,6,6,5,7,7,7,6,5,6,5,6,6,5,6,6,5,6,5,7,1,2,6,5,6,2,6,4,2,4,2,5,2,6,5,7,2,3,1,1,1,39,bioinspired,NA,NA,NA,NA,NA,21.6
248,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en,en-GB,Europe/London,0,1920,1080,1920,499,1920,919,1,56cb314508d7300005fd312a,bio-inspired,male,yes_some,GB,masters,,I read the instructions,no,,"Not sure. I think it can't be, as at the end it is a machine.","I really do not know. They will use energy, so I'm not sure how they can be friendly.","And this I am not sure. Probably by creating jobs, if companies would want to invest in it?",4,4,4,4,7,4,7,6,3,6,6,4,6,6,7,6,5,5,5,5,5,6,6,5,5,5,6,5,2,2,4,4,7,3,6,3,1,2,3,6,6,6,4,7,3,2,1,1,1,40,bioinspired,NA,NA,NA,NA,NA,21.6
252,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",Win32,en-GB,en-GB,Europe/London,0,1536,864,1528,499,1528,732,1.25,664df024c7ce709382bea0ed,bio-inspired,female,no,GB,level_3,"I found the study really interesting, The video was very clear and informative ",I read the instructions,no,,"The robot is 3d printed so it is recyclable, the robot doesn't use electricity it is powered by an air pump, so its less likely anything can go wrong with its engineering making it cost effective. ",With soft grips it can work with humans and become help to them. ,It doesnt use electricity it is powered by an air pump therefore there is alt less that can go wrong engineering wise. It is also 3D printed making it highly cost effective ,7,7,7,7,7,7,7,7,3,7,4,7,7,7,7,7,5,6,5,6,6,6,5,5,5,5,6,7,2,4,6,3,7,2,7,4,2,2,2,6,4,6,4,7,3,3,1,1,1,35,sustainable,NA,NA,NA,NA,NA,21.6
255,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Linux x86_64,en-GB,en-US,Europe/London,0,1396,785,1385,499,1385,650,1.3753582239151,56cf683331a5bc000de1d20e,bio-inspired,female,no,GB,bachelors,,I read the instructions,no,,"The soft robot walker is designed to last, the materials used are not likely to need replacing or mending as hard robots might.","The soft robot walker appears to be a safer option to be used around people compared to the hard, more mechanical robot","As the soft robot is made from more sustainable materials, is less likely to need repairs involving spare parts and can be made via 3D printing, I would suggest it is more economically sustainable",6,6,6,6,5,3,3,5,5,5,4,3,5,5,5,3,5,4,5,6,5,5,5,5,5,4,4,4,3,4,3,4,4,3,6,6,2,7,4,6,6,5,4,4,5,5,1,1,1,62,sustainable,NA,NA,NA,NA,NA,21.6
256,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Linux x86_64,en-US,en-US,Europe/London,0,1241,697,1241,499,1241,562,1.1007251739501953,5c72f9bf8711bf000139c5ee,tech-inspired,female,no,GB,level_3,,I read the instructions ,no,,"the walker will ensure we are not using original vehicles, and therefore damaging the planet. This is our future. when you think about delivery as it stands, fuel polluting the skies and damaging childrens health, the walker could eradicate that.  ","It can be used to deliver products to keep people in the look so to speak. It can also help in education, having children study its effectiveness",future productivity of the walker will allow our country to move forward with efficiency. ,6,6,6,6,5,3,4,7,2,3,6,4,7,7,7,3,4,5,5,5,4,4,4,5,4,5,5,6,2,5,5,5,7,4,6,4,3,3,2,6,5,6,5,6,2,4,1,1,1,59,sustainable,NA,NA,NA,NA,NA,21.6
257,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-US,en-US,Europe/London,0,1366,768,1366,499,1366,679,1,6715fa8490b20c9f0317e48d,bio-inspired,male,no,GB,masters,all good,i read the instructions,no,,the soft robot would probably be ecological in terms of the materials used to make it and the recycability of these materials,"i can see how the soft robot could be used in health and education as a tool or a means of training but i have no idea how it could be used for social justice, equality and inclusion",the soft robot appears to be available via a 3d printer which would make it a lot cheaper that other robots,5,4,5,5,4,4,5,5,3,6,5,4,6,6,6,4,5,3,4,5,5,4,5,3,5,3,6,4,1,4,4,4,6,2,6,4,1,3,2,5,5,5,5,5,4,5,1,1,1,59,sustainable,NA,NA,NA,NA,NA,21.6
258,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",Linux x86_64,en-US,en-US,Europe/London,0,1366,768,1366,499,1366,633,1,5c50efd2cc71f4000125ce0d,bio-inspired,female,no,GB,level_2,No.,I read the instructions,no,,Concerns the preservation of ecosystems.,It consists of well-being and development of all people within safe ecological limits.,Will help growth and support long-term.,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,50,bioinspired,NA,NA,NA,NA,NA,21.6
262,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Linux x86_64,en-GB,en-GB,Europe/London,0,1396,785,1397,499,1397,650,1.3753582239151,5b79e92cdb11320001c3d5da,tech-inspired,female,no,GB,bachelors,,I read the instructions,no,,"It is made to last, using less harsh materials making it more sustainable. It can be made cheaper than the standard robot and uses less products making it longer lasting but also safer on the environment","It is new, credible and innovative. It is made to last making it more sustainable than the other robots available and is made in a new and sustainable way. ","It uses less harsh materials than standard robots. It is innovative, modern and credible. It is adaptable to different environments and seems to be long lasting and durable",7,6,6,6,6,6,2,6,2,6,5,6,6,6,6,6,5,4,5,5,5,5,5,4,5,4,4,5,5,2,5,4,5,2,5,5,5,5,6,5,5,5,5,5,5,5,1,1,1,42,sustainable,NA,NA,NA,NA,NA,21.6
263,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",Win32,en-GB,en-GB,Europe/London,0,2560,1440,2552,499,2552,1274,1.5,673b27194ee61c182145405b,bio-inspired,male,no,GB,level_3,"Very interesting, thank you. I will endeavour to learn more about soft robots and their applications.",I read the instructions,no,,"The robot contains no hazardous materials, heavy metals or difficult-to-recycle components. The lack of electronics is of clear benefit to environmental sustainability and avoidance of pollution and need for waste management, energy intensive recycling and landfill.","The soft robot could be made available to anyone with a 3D printer, to use as they see fit. It could encourage local and inclusive projects, without social or biased constraints.","If made from geniunely recycled or recyclable materials, the soft robot has a clear environmental advantage over electromechanical robots. Decentralised manufacture may provide more local job opportunities, and no polluting supply chain transportation. The robot appears to contain no hazardous materials, and compressed air can be produced in an environmentally friendly way.",6,7,7,7,2,2,5,7,2,5,6,2,7,7,7,3,6,4,6,6,6,6,6,5,5,6,6,6,2,6,3,5,7,5,6,5,2,1,2,5,7,5,7,7,5,5,1,1,1,60,bioinspired,NA,NA,NA,NA,NA,21.6
265,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1920,1080,1920,499,1920,919,1,6146fb92e89e10d7aa8662a2,bio-inspired,female,yes_some,GB,level_3,No,I read the instructions,no,,"The lack of metal or electric components means that those particular products won't be being manufactured for this type of robot. The robot does need have 3D printed parts though, so that process requires the material to form it and the electricity to run the 3D printer. With it being a soft robot and able to handle different terrains, it isn't destructive in its movements when doing a task, unlike a heavy, mechanical robot would likely be. For example, if it were moving around a delicate area where plants were growing, the soft robot would be able to cause minimal damage, where as a heavier robot would likely cause harm to growing things, roots, insects and animals etc.","This soft robot will take less harsh materials to produce, therefore protecting the heath of the people who produce the robots. 
These new ways of production and programming will need people who are educated in such fields, expanding their knowledge and passing it on to new generations and developing new ideas for the future.","Less metal and electrical components is going to be cheaper in the long run. So producing, and fixing running these soft robots will be more economically sustainable. The new innovation will require a generation of forward thinking people, who are likely going to be coming from the gen Z and Alpha generations, giving them job opportunities and future economic stability. ",4,7,4,6,1,1,7,7,3,2,7,1,7,7,7,1,5,5,6,6,5,5,5,5,4,5,6,7,4,1,6,4,6,6,7,2,3,5,4,6,6,6,6,7,1,3,1,1,1,50,sustainable,NA,NA,NA,NA,NA,21.6
266,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Europe/London,0,1680,1050,1680,499,1680,962,2,66095f32c9a782ed6acaf8fb,bio-inspired,male,no,GB,level_3,,I read the instructions,yes,sport and exercise science ,"the soft robot may relate to ecological sustainability as it can protect natural habitats, meaning that they wont get destroyed and will last longer, therefore improving the environment ","a soft robot walker may relate to social sustainability, as they can be designed to be assistive to a wide range of people","a soft robot walker may relate to economic sustainability, through lower production and maintenance costs, as they can be made from rather inexpensive materials, they are also very energy efficient ",7,7,6,6,5,6,4,6,3,6,3,5,5,7,5,7,6,6,6,6,6,6,5,5,6,5,6,5,3,6,6,6,3,5,6,2,2,2,2,7,3,6,5,4,6,3,1,1,1,20,sustainable,NA,NA,NA,NA,NA,21.6
267,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1920,1080,1920,499,1920,945,1,63af557b3d4f219c3226b7d6,tech-inspired,female,no,GB,bachelors,,I read the instructions,no,,"I think the ecological impact would be in how soft robots interact with living things, ecosystems and long term environmental impact (as described in the earlier answer). As they can work better than traditional robots in complex and changing environments, they are more suitable to work with people or animals/plants without damaging the subjects or the environment. A soft robot is less likley damage a plant or an animal when it comes into contact with it.More traditional robots have lower flexibility and are more confined to harsher environments. Maybe soft robots could be used in work underwater due to the lack of electricity required to power them.","Sort robots are more cost effective to produce and maintain. They can be 3d printed.
Soft robots are inherently safe for humans to work alongside and they could therefore be used in the medical or social care sector more easily. Perhaps a soft robot is less threatening to a human than a cumbersome hard robot.","A soft robot is more sustainable than it's traditional robot counterparts. They can be powered by compressed air rather than electricity.  They are usually made of softer materials, such as polymers, which means there is less wear and tear than traditional harder materials, meaning reduced consumption for parts and a longer lifespan. Their design is made of simpler structures reducing machining and waste. ",6,7,7,7,3,6,5,6,3,6,5,5,6,6,5,5,6,5,5,6,5,5,5,5,5,5,6,7,2,3,5,5,7,3,6,2,2,2,2,6,7,6,6,6,4,3,1,1,1,51,sustainable,NA,NA,NA,NA,NA,21.6
268,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1920,1080,1920,499,1920,953,1,5faed3b0bc045b08acb353e0,bio-inspired,male,no,GB,bachelors,,I read the instructions,no,,"Using the soft robot walker instead of a traditional robot may be useful in reducing metal mining and refinery. It would also reduce strain on electricity sources by using the compressed air, however there is still the question of how electricity is used in making the robot and compressing the air.
Being made of polymer it may have a negative impact on habitats if it is broken or attacked and eaten by wildlife.","In a time where people need community and discipline more than ever, I do not see the social benefits of the soft robot walker. People are losing their sense of purpose, so to introduce a robot that may threaten what little purpose people still have feels unnecessary. ","The soft robot walker would be beneficial to the creators and businesses looking to maximise their efficiency e.g. warehouses using larger models to transport goods. However I do not foresee that this would have wide applications within the world of civilian work, except in scenarios that would cost people manual labour jobs.
It has practical military use as it can transport weaponry and explosives into areas where a human may not be able to travel.",4,6,5,4,2,3,7,7,3,6,7,2,6,7,5,2,5,5,5,6,6,5,5,5,3,5,6,2,2,7,3,4,4,2,3,6,3,2,3,5,6,3,2,4,5,7,1,1,1,28,bioinspired,NA,NA,NA,NA,NA,21.6
270,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",Win32,en-US,en-GB,Europe/London,0,1920,1080,1912,499,1912,914,1,66f4a91ab3891338de6e6107,tech-inspired,female,no,GB,level_1,interesting study,i read the instructions,no,,having a soft robot  is  a good sustainable robot to help preserve the eco system and climate stabilize to maintain earths life support system. ,"i believe that any help to ward sustainability in a robot focused world is a good thing, it enables to be developed in a safe ecological limit and emphasizes social justice and education and inclusion to foser cohesive and peaceful societies. ","making these kind of robots as they are resourceful and sustainable , as it pushes social boundaries, and does promote efficient stuff , such as employment , and growth, where if that is the case can only better society. ",5,5,6,6,3,4,2,4,6,3,6,4,4,3,5,3,5,4,4,5,5,4,5,4,5,4,6,6,3,5,6,5,6,2,6,5,2,2,2,5,2,5,6,6,2,3,1,1,1,59,sustainable,NA,NA,NA,NA,NA,21.6
272,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1280,720,1280,499,1280,593,1.5,5ecd36302b4d3c05d4cc1ba2,tech-inspired,female,no,GB,level_4_5,Nothing to add,I read the instructions,no,,It uses air therefore conserving sources like electricity for other things. It limits waste as it can be extended and enlarged.,It would be able to access dangerous or life threatening situation that would be difficult and awkward for a human.,It is powered by air and can be modified and altered easily without having to make a completely new model,6,7,7,6,4,4,3,4,4,4,3,6,4,6,4,4,6,6,6,6,6,6,6,6,5,6,5,7,3,4,5,5,7,3,7,4,2,3,3,5,3,7,7,7,4,3,1,1,1,57,sustainable,NA,NA,NA,NA,NA,21.6
273,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-US,Europe/London,0,1536,864,1536,499,1536,730,1.25,65804dc6b00fe596b885c595,bio-inspired,male,not_sure,GB,bachelors,no thank you,i read the instructions,no,,The robot is low energy usage and has no features which generate environmental degreregation.,it can make people's lives easier.,it can generate new jobs in research and development,6,6,5,6,3,5,5,5,4,3,5,6,5,5,3,3,5,5,5,6,5,5,5,5,5,5,5,6,7,5,6,5,2,5,6,5,2,5,3,6,7,5,7,5,5,4,1,1,1,60,bioinspired,NA,NA,NA,NA,NA,21.6
274,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1536,864,1536,499,1536,730,1.25,5d9750fe74d24900145633a7,tech-inspired,male,no,GB,bachelors,,I read the instructions,no,,I imagine it contains recycled and recyclable parts,I can't see how it relates to that,"There are no electronic parts, only 3d printed components",6,6,6,6,1,3,6,6,6,7,6,5,7,6,7,6,4,3,3,5,4,2,3,2,3,3,4,6,4,4,4,4,6,4,5,4,4,4,4,4,4,5,4,4,4,4,1,1,1,55,sustainable,NA,NA,NA,NA,NA,21.6
